journal_id,journal
1080,Clinical oral implants research
1081,Clinical oral investigations
1082,Clinical orthopaedics and related research
1083,Clinical otolaryngology : official journal of ENT-UK ; official journal of Netherlands Society for Oto-Rhino-Laryngology & Cervico-Facial Surgery
1084,Clinical pediatrics
1085,Clinical pharmacokinetics
1086,Clinical pharmacology and therapeutics
1087,Clinical pharmacology in drug development
1088,Clinical physiology and functional imaging
1089,Clinical psychology & psychotherapy
1090,Clinical psychology review
1091,Clinical radiology
1092,Clinical rehabilitation
1093,Clinical research in cardiology : official journal of the German Cardiac Society
1094,Clinical reviews in allergy & immunology
1095,Clinical rheumatology
1096,"Clinical science (London, England : 1979)"
1097,Clinical spine surgery
1098,Clinical therapeutics
1099,"Clinical toxicology (Philadelphia, Pa.)"
1100,Clinical transplantation
1101,"Clinical trials (London, England)"
1102,"Clinics (Sao Paulo, Brazil)"
1103,Clinics and research in hepatology and gastroenterology
1104,Clinics in chest medicine
1105,Clinics in dermatology
1106,Clinics in geriatric medicine
1107,Clinics in laboratory medicine
1108,Clinics in liver disease
1109,Clinics in orthopedic surgery
1110,Clinics in perinatology
1111,Clinics in plastic surgery
1112,Clinics in podiatric medicine and surgery
1113,Clinics in sports medicine
1114,"Clio medica (Amsterdam, Netherlands)"
1115,CoDAS
1116,Cochlear implants international
1117,Cognition
1118,Cognition & emotion
1119,Cognitive and behavioral neurology : official journal of the Society for Behavioral and Cognitive Neurology
1120,Cognitive behaviour therapy
1121,Cognitive neuropsychiatry
1122,Cognitive neuropsychology
1123,Cognitive neuroscience
1124,Cognitive processing
1125,Cognitive psychology
1126,Cognitive research: principles and implications
1127,Cognitive science
1128,"Cognitive, affective & behavioral neuroscience"
1129,Cold Spring Harbor molecular case studies
1130,Cold Spring Harbor perspectives in biology
1131,Cold Spring Harbor perspectives in medicine
1132,Cold Spring Harbor protocols
1133,Cold Spring Harbor symposia on quantitative biology
1134,"Colloids and surfaces. B, Biointerfaces"
1135,"Colombia medica (Cali, Colombia)"
1136,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland
1137,Combinatorial chemistry & high throughput screening
1138,Communicable diseases intelligence (2018)
1139,Communications biology
1140,Community dental health
1141,Community dentistry and oral epidemiology
1142,Community mental health journal
1143,"Comparative biochemistry and physiology. Part A, Molecular & integrative physiology"
1144,"Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology"
1145,"Comparative biochemistry and physiology. Part D, Genomics & proteomics"
1146,Comparative biochemistry and physiology. Toxicology & pharmacology : CBP
1147,"Comparative immunology, microbiology and infectious diseases"
1148,Comparative medicine
1149,Complementary medicine research
1150,Complementary therapies in clinical practice
1151,Complementary therapies in medicine
1152,Comprehensive Physiology
1153,Comprehensive child and adolescent nursing
1154,Comprehensive psychiatry
1155,Comptes rendus biologies
1156,Computational and mathematical methods in medicine
1157,Computational intelligence and neuroscience
1158,"Computer assisted surgery (Abingdon, England)"
1159,Computer methods and programs in biomedicine
1160,Computer methods in biomechanics and biomedical engineering
1161,Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society
1162,Computers in biology and medicine
1163,"Computers, informatics, nursing : CIN"
1164,Congenital anomalies
1165,Connective tissue research
1166,Consciousness and cognition
1167,Conservation biology : the journal of the Society for Conservation Biology
1168,Contact dermatitis
1169,Contact lens & anterior eye : the journal of the British Contact Lens Association
1170,Contemporary clinical trials
1171,Contemporary nurse
1172,Contraception
1173,Contrast media & molecular imaging
1174,Contributions to nephrology
1175,Cornea
1176,Coronary artery disease
1177,Cortex; a journal devoted to the study of the nervous system and behavior
1178,Cranio : the journal of craniomandibular practice
1179,Creative nursing
1180,Criminal behaviour and mental health : CBMH
1181,Crisis
1182,"Critical care (London, England)"
1183,Critical care and resuscitation : journal of the Australasian Academy of Critical Care Medicine
1184,Critical care clinics
1185,Critical care medicine
1186,Critical care nurse
1187,Critical care nursing clinics of North America
1188,Critical care nursing quarterly
1189,Critical reviews in analytical chemistry
1190,Critical reviews in biochemistry and molecular biology
1191,Critical reviews in biomedical engineering
1192,Critical reviews in biotechnology
1193,Critical reviews in clinical laboratory sciences
1194,Critical reviews in eukaryotic gene expression
1195,Critical reviews in food science and nutrition
1196,Critical reviews in immunology
1197,Critical reviews in microbiology
1198,Critical reviews in oncogenesis
1199,Critical reviews in oncology/hematology
1200,Critical reviews in therapeutic drug carrier systems
1201,Critical reviews in toxicology
1202,Croatian medical journal
1203,Cryo letters
1204,Cryobiology
1205,Cuadernos de bioetica : revista oficial de la Asociacion Espanola de Bioetica y Etica Medica
1206,Cultural diversity & ethnic minority psychology
1207,"Culture, health & sexuality"
1208,"Culture, medicine and psychiatry"
1209,Current Alzheimer research
1210,Current HIV research
1211,Current HIV/AIDS reports
1212,Current allergy and asthma reports
1213,Current atherosclerosis reports
1214,Current biology : CB
1215,Current cancer drug targets
1216,Current cardiology reports
1217,Current cardiology reviews
1218,Current clinical pharmacology
1219,Current computer-aided drug design
1220,Current diabetes reports
1221,Current diabetes reviews
1222,Current drug delivery
1223,Current drug metabolism
1224,Current drug safety
1225,Current drug targets
1226,Current eye research
1227,Current gene therapy
1228,Current genetics
1229,Current hematologic malignancy reports
1230,Current hypertension reports
1231,Current hypertension reviews
1232,Current issues in molecular biology
1233,Current medical imaging reviews
1234,Current medical research and opinion
1235,Current medical science
1236,Current medicinal chemistry
1237,Current microbiology
1238,Current molecular medicine
1239,Current molecular pharmacology
1240,Current neurology and neuroscience reports
1241,Current neuropharmacology
1242,Current neurovascular research
1243,Current obesity reports
1244,"Current oncology (Toronto, Ont.)"
1245,Current oncology reports
1246,Current opinion in HIV and AIDS
1247,Current opinion in allergy and clinical immunology
1248,Current opinion in anaesthesiology
1249,Current opinion in biotechnology
1250,Current opinion in cardiology
1251,Current opinion in cell biology
1252,Current opinion in chemical biology
1253,Current opinion in clinical nutrition and metabolic care
1254,Current opinion in critical care
1255,"Current opinion in endocrinology, diabetes, and obesity"
1256,Current opinion in gastroenterology
1257,Current opinion in genetics & development
1258,Current opinion in hematology
1259,Current opinion in immunology
1260,Current opinion in infectious diseases
1261,Current opinion in insect science
1262,Current opinion in lipidology
1263,Current opinion in microbiology
1264,Current opinion in nephrology and hypertension
1265,Current opinion in neurobiology
1266,Current opinion in neurology
1267,Current opinion in obstetrics & gynecology
1268,Current opinion in oncology
1269,Current opinion in ophthalmology
1270,Current opinion in organ transplantation
1271,Current opinion in otolaryngology & head and neck surgery
1272,Current opinion in pediatrics
1273,Current opinion in pharmacology
1274,Current opinion in plant biology
1275,Current opinion in psychiatry
1276,Current opinion in psychology
1277,Current opinion in pulmonary medicine
1278,Current opinion in rheumatology
1279,Current opinion in structural biology
1280,Current opinion in supportive and palliative care
1281,Current opinion in urology
1282,Current opinion in virology
1283,Current organic synthesis
1284,Current osteoporosis reports
1285,Current pain and headache reports
1286,Current pediatric reviews
1287,Current pharmaceutical biotechnology
1288,Current pharmaceutical design
1289,Current problems in cancer
1290,Current problems in cardiology
1291,Current problems in dermatology
1292,Current problems in diagnostic radiology
1293,Current problems in pediatric and adolescent health care
1294,Current problems in surgery
1295,Current protein & peptide science
1296,Current protocols in cell biology
1297,Current psychiatry reports
1298,Current radiopharmaceuticals
1299,Current research in translational medicine
1300,Current rheumatology reports
1301,Current rheumatology reviews
1302,Current sports medicine reports
1303,Current stem cell research & therapy
1304,Current topics in behavioral neurosciences
1305,Current topics in developmental biology
1306,Current topics in medicinal chemistry
1307,Current topics in membranes
1308,Current topics in microbiology and immunology
1309,Current treatment options in oncology
1310,Current urology reports
1311,Current vascular pharmacology
1312,Currents in pharmacy teaching & learning
1313,Cutaneous and ocular toxicology
1314,Cutis
1315,"Cyberpsychology, behavior and social networking"
1316,Cytogenetic and genome research
1317,Cytokine
1318,Cytokine & growth factor reviews
1319,Cytometry. Part A : the journal of the International Society for Analytical Cytology
1320,"Cytometry. Part B, Clinical cytometry"
1321,Cytopathology : official journal of the British Society for Clinical Cytology
1322,"Cytoskeleton (Hoboken, N.J.)"
1323,Cytotherapy
1324,DNA and cell biology
1325,DNA repair
1326,DNA research : an international journal for rapid publication of reports on genes and genomes
1327,"Dalton transactions (Cambridge, England : 2003)"
1328,Danish medical journal
1329,"Daru : journal of Faculty of Pharmacy, Tehran University of Medical Sciences"
1330,Database : the journal of biological databases and curation
1331,Death studies
1332,"Dementia (London, England)"
1333,Dementia and geriatric cognitive disorders
1334,Demography
1335,Dental and medical problems
1336,Dental clinics of North America
1337,Dental materials : official publication of the Academy of Dental Materials
1338,Dental materials journal
1339,Dental traumatology : official publication of International Association for Dental Traumatology
1340,Dento maxillo facial radiology
1341,Depression and anxiety
1342,Der Anaesthesist
1343,"Der Hautarzt; Zeitschrift fur Dermatologie, Venerologie, und verwandte Gebiete"
1344,Der Internist
1345,Der Nervenarzt
1346,Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft
1347,Der Orthopade
1348,Der Pathologe
1349,Der Radiologe
1350,Der Unfallchirurg
1351,Der Urologe. Ausg. A
1352,"Dermatitis : contact, atopic, occupational, drug"
1353,Dermatologic clinics
1354,Dermatologic surgery : official publication for American Society for Dermatologic Surgery [et al.]
1355,Dermatologic therapy
1356,"Dermatology (Basel, Switzerland)"
1357,Deutsches Arzteblatt international
1358,Developing world bioethics
1359,"Development (Cambridge, England)"
1360,Development and psychopathology
1361,Development genes and evolution
1362,"Development, growth & differentiation"
1363,Developmental and comparative immunology
1364,Developmental biology
1365,Developmental cell
1366,Developmental cognitive neuroscience
1367,Developmental dynamics : an official publication of the American Association of Anatomists
1368,Developmental medicine and child neurology
1369,Developmental neurobiology
1370,Developmental neuropsychology
1371,Developmental neurorehabilitation
1372,Developmental neuroscience
1373,Developmental psychobiology
1374,Developmental psychology
1375,Developmental science
1376,Developments in ophthalmology
1377,Diabetes
1378,Diabetes & metabolic syndrome
1379,Diabetes & metabolism
1380,Diabetes & metabolism journal
1381,Diabetes & vascular disease research
1382,Diabetes care
1383,Diabetes research and clinical practice
1384,Diabetes technology & therapeutics
1385,"Diabetes, obesity & metabolism"
1386,Diabetes/metabolism research and reviews
1387,Diabetic medicine : a journal of the British Diabetic Association
1388,Diabetologia
1389,"Diagnosis (Berlin, Germany)"
1390,Diagnostic and interventional imaging
1391,"Diagnostic and interventional radiology (Ankara, Turkey)"
1392,Diagnostic cytopathology
1393,Diagnostic microbiology and infectious disease
1394,Diagnostic pathology
1395,Dialogues in clinical neuroscience
1396,Die Naturwissenschaften
1397,Die Pharmazie
1398,Die Rehabilitation
1399,Differentiation; research in biological diversity
1400,Digestion
1401,Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver
1402,"Digestive diseases (Basel, Switzerland)"
1403,Digestive diseases and sciences
1404,Digestive endoscopy : official journal of the Japan Gastroenterological Endoscopy Society
1405,Digestive surgery
1406,Dimensions of critical care nursing : DCCN
1407,Disability and health journal
1408,Disability and rehabilitation
1409,Disability and rehabilitation. Assistive technology
1410,Disaster medicine and public health preparedness
1411,Disasters
1412,Discovery medicine
1413,Disease markers
1414,Disease models & mechanisms
1415,Disease-a-month : DM
1416,Diseases of aquatic organisms
1417,Diseases of the colon and rectum
1418,Diseases of the esophagus : official journal of the International Society for Diseases of the Esophagus
1419,Diving and hyperbaric medicine
1420,Documenta ophthalmologica. Advances in ophthalmology
1421,"Doklady biological sciences : proceedings of the Academy of Sciences of the USSR, Biological sciences sections"
1422,Doklady. Biochemistry and biophysics
1423,Domestic animal endocrinology
1424,Drug and alcohol dependence
1425,Drug and alcohol review
1426,Drug and chemical toxicology
1427,Drug delivery
1428,Drug delivery and translational research
1429,"Drug design, development and therapy"
1430,Drug development and industrial pharmacy
1431,Drug development research
1432,Drug discoveries & therapeutics
1433,Drug discovery today
1434,Drug metabolism and disposition: the biological fate of chemicals
1435,Drug metabolism and pharmacokinetics
1436,Drug metabolism reviews
1437,Drug research
1438,Drug resistance updates : reviews and commentaries in antimicrobial and anticancer chemotherapy
1439,Drug safety
1440,Drug testing and analysis
1441,Drugs
1442,Drugs & aging
1443,Drugs in R&D
1444,"Drugs of today (Barcelona, Spain : 1998)"
1445,"Dyslexia (Chichester, England)"
1446,Dysphagia
1447,EBioMedicine
1448,EMBO molecular medicine
1449,EMBO reports
1450,ESC heart failure
1451,ESMO open
1452,Ear and hearing
1453,"Ear, nose, & throat journal"
1454,Early human development
1455,Early intervention in psychiatry
1456,Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit
1457,Eating and weight disorders : EWD
1458,Eating behaviors
1459,Eating disorders
1460,"Echocardiography (Mount Kisco, N.Y.)"
1461,EcoHealth
1462,EcoSal Plus
1463,Ecological applications : a publication of the Ecological Society of America
1464,Ecology
1465,Ecology letters
1466,Ecology of food and nutrition
1467,Economics and human biology
1468,"Ecotoxicology (London, England)"
1469,Ecotoxicology and environmental safety
1470,"Education for health (Abingdon, England)"
1471,"Education for primary care : an official publication of the Association of Course Organisers, National Association of GP Tutors, World Organisation of Family Doctors"
1472,"Einstein (Sao Paulo, Brazil)"
1473,Electromagnetic biology and medicine
1474,Electrophoresis
1475,Emergencias : revista de la Sociedad Espanola de Medicina de Emergencias
1476,Emergency medicine Australasia : EMA
1477,Emergency medicine clinics of North America
1478,Emergency medicine journal : EMJ
1479,Emergency nurse : the journal of the RCN Accident and Emergency Nursing Association
1480,Emergency radiology
1481,Emerging infectious diseases
1482,Emerging microbes & infections
1483,Emerging topics in life sciences
1484,"Emotion (Washington, D.C.)"
1485,Endeavour
1486,Endocrine
1487,Endocrine development
1488,Endocrine journal
1489,Endocrine pathology
1490,Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists
1491,Endocrine regulations
1492,Endocrine research
1493,Endocrine reviews
1494,"Endocrine, metabolic & immune disorders drug targets"
1495,Endocrine-related cancer
1496,"Endocrinologia, diabetes y nutricion"
1497,Endocrinology
1498,"Endocrinology and metabolism (Seoul, Korea)"
1499,Endocrinology and metabolism clinics of North America
1500,Endokrynologia Polska
1501,Endoscopy
1502,Enfermedades infecciosas y microbiologia clinica
1503,Enfermeria clinica
1504,Enfermeria intensiva
1505,Environment international
1506,Environmental and molecular mutagenesis
1507,Environmental entomology
1508,Environmental geochemistry and health
1509,Environmental health : a global access science source
1510,Environmental health and preventive medicine
1511,Environmental health perspectives
1512,Environmental management
1513,Environmental microbiology
1514,Environmental microbiology reports
1515,Environmental monitoring and assessment
1516,"Environmental pollution (Barking, Essex : 1987)"
1517,Environmental research
1518,Environmental science & technology
1519,Environmental science and pollution research international
1520,Environmental science. Processes & impacts
1521,Environmental technology
1522,Environmental toxicology
1523,Environmental toxicology and chemistry
1524,Environmental toxicology and pharmacology
1525,Enzyme and microbial technology
1526,Epidemics
1527,Epidemiologia e prevenzione
1528,Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil
1529,Epidemiologic reviews
1530,"Epidemiologie, mikrobiologie, imunologie : casopis Spolecnosti pro epidemiologii a mikrobiologii Ceske lekarske spolecnosti J.E. Purkyne"
1531,"Epidemiology (Cambridge, Mass.)"
1532,Epidemiology and health
1533,Epidemiology and infection
1534,Epidemiology and psychiatric sciences
1535,Epigenetics
1536,Epigenetics & chromatin
1537,Epigenomics
1538,Epilepsia
1539,Epilepsy & behavior : E&B
1540,Epilepsy research
1541,Epileptic disorders : international epilepsy journal with videotape
1542,Equine veterinary journal
1543,Ergonomics
1544,Esophagus : official journal of the Japan Esophageal Society
1545,Essays in biochemistry
1546,Ethiopian journal of health sciences
1547,Ethnicity & disease
1548,Ethnicity & health
1549,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin
1550,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology
1551,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology"
1552,European addiction research
1553,European annals of allergy and clinical immunology
1554,"European annals of otorhinolaryngology, head and neck diseases"
1555,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery
1556,European archives of paediatric dentistry : official journal of the European Academy of Paediatric Dentistry
1557,European archives of psychiatry and clinical neuroscience
1558,European biophysics journal : EBJ
1559,European cells & materials
1560,European child & adolescent psychiatry
1561,European cytokine network
1562,European eating disorders review : the journal of the Eating Disorders Association
1563,European geriatric medicine
1564,European heart journal
1565,European heart journal cardiovascular Imaging
1566,European heart journal. Acute cardiovascular care
1567,European heart journal. Cardiovascular pharmacotherapy
1568,European heart journal. Quality of care & clinical outcomes
1569,European journal of anaesthesiology
1570,European journal of applied physiology
1571,"European journal of cancer (Oxford, England : 1990)"
1572,European journal of cancer care
1573,European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP)
1574,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery
1575,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology
1576,European journal of cell biology
1577,European journal of clinical investigation
1578,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology
1579,European journal of clinical nutrition
1580,European journal of clinical pharmacology
1581,European journal of dental education : official journal of the Association for Dental Education in Europe
1582,European journal of dermatology : EJD
1583,European journal of drug metabolism and pharmacokinetics
1584,European journal of emergency medicine : official journal of the European Society for Emergency Medicine
1585,European journal of endocrinology
1586,European journal of epidemiology
1587,European journal of gastroenterology & hepatology
1588,European journal of haematology
1589,European journal of haematology. Supplementum
1590,European journal of health law
1591,European journal of heart failure
1592,European journal of histochemistry : EJH
1593,European journal of hospital pharmacy : science and practice
1594,European journal of human genetics : EJHG
1595,European journal of immunology
1596,European journal of internal medicine
1597,"European journal of mass spectrometry (Chichester, England)"
1598,European journal of medical genetics
1599,European journal of medical research
1600,European journal of medicinal chemistry
1601,European journal of neurology
1602,European journal of nuclear medicine and molecular imaging
1603,European journal of nutrition
1604,"European journal of obstetrics, gynecology, and reproductive biology"
1605,European journal of oncology nursing : the official journal of European Oncology Nursing Society
1606,European journal of ophthalmology
1607,European journal of oral sciences
1608,European journal of orthodontics
1609,European journal of orthopaedic surgery & traumatology : orthopedie traumatologie
1610,European journal of paediatric dentistry
1611,European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society
1612,"European journal of pain (London, England)"
1613,European journal of pediatric surgery : official journal of Austrian Association of Pediatric Surgery ... [et al] = Zeitschrift fur Kinderchirurgie
1614,European journal of pediatrics
1615,European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences
1616,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V
1617,European journal of pharmacology
1618,European journal of physical and rehabilitation medicine
1619,European journal of preventive cardiology
1620,European journal of protistology
1621,European journal of public health
1622,European journal of radiology
1623,European journal of sport science
1624,European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology
1625,European journal of trauma and emergency surgery : official publication of the European Trauma Society
1626,European journal of vascular and endovascular surgery : the official journal of the European Society for Vascular Surgery
1627,European neurology
1628,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology
1629,European psychiatry : the journal of the Association of European Psychiatrists
1630,European radiology
1631,European respiratory review : an official journal of the European Respiratory Society
1632,European review for medical and pharmacological sciences
1633,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society"
1634,European surgical research. Europaische chirurgische Forschung. Recherches chirurgicales europeennes
1635,European urology
1636,European urology focus
1637,European urology oncology
1638,Evaluation & the health professions
1639,Evaluation and program planning
1640,Evaluation review
1641,Evidence report/technology assessment
1642,Evidence-based mental health
1643,Evolution & development
1644,Evolution; international journal of organic evolution
1645,Evolutionary anthropology
1646,Evolutionary computation
1647,Evolutionary psychology : an international journal of evolutionary approaches to psychology and behavior
1648,Exercise and sport sciences reviews
1649,Exercise immunology review
1650,Experimental & applied acarology
1651,Experimental & molecular medicine
1652,Experimental aging research
1653,"Experimental and clinical endocrinology & diabetes : official journal, German Society of Endocrinology [and] German Diabetes Association"
1654,Experimental and clinical psychopharmacology
1655,Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation
1656,Experimental and molecular pathology
1657,Experimental animals
1658,"Experimental biology and medicine (Maywood, N.J.)"
1659,Experimental brain research
1660,Experimental cell research
1661,Experimental dermatology
1662,Experimental eye research
1663,Experimental gerontology
1664,Experimental hematology
1665,Experimental lung research
1666,Experimental neurology
1667,Experimental oncology
1668,Experimental parasitology
1669,Experimental physiology
1670,Experimental psychology
1671,Expert opinion on biological therapy
1672,Expert opinion on drug delivery
1673,Expert opinion on drug discovery
1674,Expert opinion on drug metabolism & toxicology
1675,Expert opinion on drug safety
1676,Expert opinion on emerging drugs
1677,Expert opinion on investigational drugs
1678,Expert opinion on pharmacotherapy
1679,Expert opinion on therapeutic patents
1680,Expert opinion on therapeutic targets
1681,Expert review of anti-infective therapy
1682,Expert review of anticancer therapy
1683,Expert review of cardiovascular therapy
1684,Expert review of clinical immunology
1685,Expert review of clinical pharmacology
1686,Expert review of endocrinology & metabolism
1687,Expert review of gastroenterology & hepatology
1688,Expert review of hematology
1689,Expert review of medical devices
1690,Expert review of molecular diagnostics
1691,Expert review of neurotherapeutics
1692,Expert review of pharmacoeconomics & outcomes research
1693,Expert review of proteomics
1694,Expert review of respiratory medicine
1695,Expert review of vaccines
1696,Expert reviews in molecular medicine
1697,"Explore (New York, N.Y.)"
1698,Extremophiles : life under extreme conditions
1699,Eye & contact lens
1700,"Eye (London, England)"
1701,FASEB journal : official publication of the Federation of American Societies for Experimental Biology
1702,FEBS letters
1703,FEBS open bio
1704,FEMS microbiology ecology
1705,FEMS microbiology letters
1706,FEMS microbiology reviews
1707,FEMS yeast research
1708,Facial plastic surgery : FPS
1709,Facial plastic surgery clinics of North America
1710,Familial cancer
1711,"Families, systems & health : the journal of collaborative family healthcare"
1712,Family & community health
1713,Family medicine
1714,Family medicine and community health
1715,Family practice
1716,Family process
1717,Faraday discussions
1718,Farmacia hospitalaria : organo oficial de expresion cientifica de la Sociedad Espanola de Farmacia Hospitalaria
1719,Female pelvic medicine & reconstructive surgery
1720,Fertility and sterility
1721,Fetal and pediatric pathology
1722,Fetal diagnosis and therapy
1723,Fish & shellfish immunology
1724,Fish physiology and biochemistry
1725,Fitoterapia
1726,Fluids and barriers of the CNS
1727,Fly
1728,Folia biologica
1729,Folia histochemica et cytobiologica
1730,Folia microbiologica
1731,Folia morphologica
1732,Folia neuropathologica
1733,Folia parasitologica
1734,Folia phoniatrica et logopaedica : official organ of the International Association of Logopedics and Phoniatrics (IALP)
1735,Folia primatologica; international journal of primatology
1736,Food & function
1737,"Food additives & contaminants. Part A, Chemistry, analysis, control, exposure & risk assessment"
1738,"Food additives & contaminants. Part B, Surveillance"
1739,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association
1740,Food and environmental virology
1741,Food and nutrition bulletin
1742,Food chemistry
1743,Food microbiology
1744,"Food research international (Ottawa, Ont.)"
1745,Food science and technology international = Ciencia y tecnologia de los alimentos internacional
1746,Foodborne pathogens and disease
1747,Foot & ankle international
1748,Foot and ankle clinics
1749,Foot and ankle surgery : official journal of the European Society of Foot and Ankle Surgeons
1750,Forensic science international
1751,Forensic science international. Genetics
1752,"Forensic science, medicine, and pathology"
1753,Fortschritte der Chemie organischer Naturstoffe = Progress in the chemistry of organic natural products. Progres dans la chimie des substances organiques naturelles
1754,Fortschritte der Neurologie-Psychiatrie
1755,Free radical biology & medicine
1756,Free radical research
1757,Frontiers in bioscience (Landmark edition)
1758,Frontiers in cellular and infection microbiology
1759,Frontiers in endocrinology
1760,Frontiers in immunology
1761,Frontiers in neural circuits
1762,Frontiers in neuroendocrinology
1763,Frontiers of hormone research
1764,Frontiers of medicine
1765,Frontiers of neurology and neuroscience
1766,Fukushima journal of medical science
1767,Functional & integrative genomics
1768,Functional plant biology : FPB
1769,Fundamental & clinical pharmacology
1770,Fungal biology
1771,Fungal genetics and biology : FG & B
1772,Future cardiology
1773,Future medicinal chemistry
1774,Future microbiology
1775,"Future oncology (London, England)"
1776,"G3 (Bethesda, Md.)"
1777,GM crops & food
1778,GMS journal for medical education
1779,Gaceta medica de Mexico
1780,Gaceta sanitaria
1781,Gait & posture
1782,Games for health journal
1783,Gan to kagaku ryoho. Cancer & chemotherapy
1784,Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association
1785,Gastroenterologia y hepatologia
1786,Gastroenterology
1787,Gastroenterology clinics of North America
1788,Gastroenterology nursing : the official journal of the Society of Gastroenterology Nurses and Associates
1789,Gastrointestinal endoscopy
1790,Gastrointestinal endoscopy clinics of North America
1791,Gene
1792,Gene expression
1793,Gene expression patterns : GEP
1794,Gene therapy
1795,General and comparative endocrinology
1796,General hospital psychiatry
1797,General physiology and biophysics
1798,General thoracic and cardiovascular surgery
1799,Genes
1800,Genes & development
1801,Genes & genetic systems
1802,Genes & genomics
1803,Genes and immunity
1804,Genes to cells : devoted to molecular & cellular mechanisms
1805,"Genes, brain, and behavior"
1806,"Genes, chromosomes & cancer"
1807,"Genesis (New York, N.Y. : 2000)"
1808,Genetic epidemiology
1809,Genetic testing and molecular biomarkers
1810,Genetica
1811,Genetics
1812,Genetics in medicine : official journal of the American College of Medical Genetics
1813,Genetics research
1814,"Genetics, selection, evolution : GSE"
1815,Genome
1816,Genome biology
1817,Genome biology and evolution
1818,Genome medicine
1819,Genome research
1820,Genomics
1821,"Genomics, proteomics & bioinformatics"
1822,Geobiology
1823,Geospatial health
1824,"Geriatric nursing (New York, N.Y.)"
1825,Geriatrics & gerontology international
1826,Geriatrie et psychologie neuropsychiatrie du vieillissement
1827,GeroScience
1828,Gerodontology
1829,Gerontology
1830,Gerontology & geriatrics education
1831,Gesundheitswesen (Bundesverband der Arzte des Offentlichen Gesundheitsdienstes (Germany))
1832,Ghana medical journal
1833,GigaScience
1834,Ginekologia polska
1835,Giornale italiano di cardiologia (2006)
1836,"Giornale italiano di dermatologia e venereologia : organo ufficiale, Societa italiana di dermatologia e sifilografia"
1837,Giornale italiano di medicina del lavoro ed ergonomia
1838,Glia
1839,Global change biology
1840,Global health action
1841,Global health promotion
1842,"Global health, epidemiology and genomics"
1843,"Global health, science and practice"
1844,Global heart
1845,Global public health
1846,Globalization and health
1847,Glycobiology
1848,Glycoconjugate journal
1849,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie
1850,Ground water
1851,"Growth factors (Chur, Switzerland)"
1852,Growth hormone & IGF research : official journal of the Growth Hormone Research Society and the International IGF Research Society
1853,Gut
1854,Gut and liver
1855,Gut microbes
1856,Gynecologic and obstetric investigation
1857,Gynecologic oncology
1858,Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology
1859,"Gynecologie, obstetrique, fertilite & senologie"
1860,HEC forum : an interdisciplinary journal on hospitals' ethical and legal issues
1861,HERD
1862,HIV medicine
1863,HLA
1864,HNO
1865,HPB : the official journal of the International Hepato Pancreato Biliary Association
1866,Haematologica
1867,Haemophilia : the official journal of the World Federation of Hemophilia
1868,Hamostaseologie
1869,Hand clinics
1870,Hand surgery & rehabilitation
1871,Handbook of clinical neurology
1872,Handbook of experimental pharmacology
1873,"Handchirurgie, Mikrochirurgie, plastische Chirurgie : Organ der Deutschsprachigen Arbeitsgemeinschaft fur Handchirurgie : Organ der Deutschsprachigen Arbeitsgemeinschaft fur Mikrochirurgie der Peripheren Nerven und Gefasse : Organ der V..."
1874,Harefuah
